Track,Model_Type,Full_Label,Parliament,Scope_Raw,Mundlak,Interaction,Predictor,exp_coef,CI_lo,CI_hi,p_value,N_rows,N_speakers,NB_alpha,Exch_alpha,Formula,Rate_type,GEE_cluster,Timestamp,Mundlak_rate,Mundlak_sentiment,Mundlak_party_status,Mundlak_orientation,Scale_sentiment,Scale_orientation
INT_SENTIMENT_X_ORIENTATION,GEE_NB_Exch,INT_SENTIMENT_X_ORIENTATION_GEE_NB_Exch,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,Intercept,0.0364,0.0319,0.0415,0.0,180361,534,1.864597,0.0888,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GEE_NB_Exch,INT_SENTIMENT_X_ORIENTATION_GEE_NB_Exch,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,Speaker_gender[T.M],0.3672,0.2979,0.4527,0.0,180361,534,1.864597,0.0888,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GEE_NB_Exch,INT_SENTIMENT_X_ORIENTATION_GEE_NB_Exch,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,I((Speaker_age_at_session - 48.047898) / 10),0.802,0.7364,0.8736,0.0,180361,534,1.864597,0.0888,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GEE_NB_Exch,INT_SENTIMENT_X_ORIENTATION_GEE_NB_Exch,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,scale(speech_rate_syll),0.6151,0.5897,0.6415,0.0,180361,534,1.864597,0.0888,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GEE_NB_Exch,INT_SENTIMENT_X_ORIENTATION_GEE_NB_Exch,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,Sentiment_label_float,1.0583,1.0483,1.0684,0.0,180361,534,1.864597,0.0888,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GEE_NB_Exch,INT_SENTIMENT_X_ORIENTATION_GEE_NB_Exch,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,Party_status,1.5021,1.0454,2.1583,0.0278,180361,534,1.864597,0.0888,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GEE_NB_Exch,INT_SENTIMENT_X_ORIENTATION_GEE_NB_Exch,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,Party_orientation_float,0.9905,0.882,1.1122,0.8712,180361,534,1.864597,0.0888,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GEE_NB_Exch,INT_SENTIMENT_X_ORIENTATION_GEE_NB_Exch,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,Sentiment_label_float:Party_orientation_float,0.9895,0.9816,0.9975,0.0101,180361,534,1.864597,0.0888,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GEE_NB_Indep,INT_SENTIMENT_X_ORIENTATION_GEE_NB_Indep,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,Intercept,0.0344,0.03,0.0394,0.0,180361,534,1.864597,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GEE_NB_Indep,INT_SENTIMENT_X_ORIENTATION_GEE_NB_Indep,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,Speaker_gender[T.M],0.4017,0.3277,0.4924,0.0,180361,534,1.864597,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GEE_NB_Indep,INT_SENTIMENT_X_ORIENTATION_GEE_NB_Indep,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,I((Speaker_age_at_session - 48.047898) / 10),0.7784,0.7143,0.8482,0.0,180361,534,1.864597,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GEE_NB_Indep,INT_SENTIMENT_X_ORIENTATION_GEE_NB_Indep,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,scale(speech_rate_syll),0.6333,0.589,0.681,0.0,180361,534,1.864597,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GEE_NB_Indep,INT_SENTIMENT_X_ORIENTATION_GEE_NB_Indep,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,Sentiment_label_float,1.0829,1.0571,1.1093,0.0,180361,534,1.864597,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GEE_NB_Indep,INT_SENTIMENT_X_ORIENTATION_GEE_NB_Indep,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,Party_status,1.4343,0.9267,2.2201,0.1056,180361,534,1.864597,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GEE_NB_Indep,INT_SENTIMENT_X_ORIENTATION_GEE_NB_Indep,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,Party_orientation_float,1.0485,0.9319,1.1796,0.4311,180361,534,1.864597,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GEE_NB_Indep,INT_SENTIMENT_X_ORIENTATION_GEE_NB_Indep,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,Sentiment_label_float:Party_orientation_float,1.0027,0.9839,1.0218,0.7801,180361,534,1.864597,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GLM_NB_Cluster,INT_SENTIMENT_X_ORIENTATION_GLM_NB_Cluster,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,Intercept,0.0344,0.0301,0.0393,0.0,180361,534,1.864597,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GLM_NB_Cluster,INT_SENTIMENT_X_ORIENTATION_GLM_NB_Cluster,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,Speaker_gender[T.M],0.4017,0.3275,0.4927,0.0,180361,534,1.864597,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GLM_NB_Cluster,INT_SENTIMENT_X_ORIENTATION_GLM_NB_Cluster,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,I((Speaker_age_at_session - 48.047898) / 10),0.7784,0.7109,0.8523,0.0,180361,534,1.864597,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GLM_NB_Cluster,INT_SENTIMENT_X_ORIENTATION_GLM_NB_Cluster,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,scale(speech_rate_syll),0.6333,0.587,0.6833,0.0,180361,534,1.864597,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GLM_NB_Cluster,INT_SENTIMENT_X_ORIENTATION_GLM_NB_Cluster,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,Sentiment_label_float,1.0829,1.0565,1.11,0.0,180361,534,1.864597,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GLM_NB_Cluster,INT_SENTIMENT_X_ORIENTATION_GLM_NB_Cluster,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,Party_status,1.4343,0.9586,2.1462,0.0794,180361,534,1.864597,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GLM_NB_Cluster,INT_SENTIMENT_X_ORIENTATION_GLM_NB_Cluster,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,Party_orientation_float,1.0485,0.937,1.1733,0.4093,180361,534,1.864597,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GLM_NB_Cluster,INT_SENTIMENT_X_ORIENTATION_GLM_NB_Cluster,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,Sentiment_label_float:Party_orientation_float,1.0027,0.9831,1.0227,0.7896,180361,534,1.864597,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GLM_NB,INT_SENTIMENT_X_ORIENTATION_GLM_NB,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,Intercept,0.0344,0.0337,0.035,0.0,180361,534,1.864597,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GLM_NB,INT_SENTIMENT_X_ORIENTATION_GLM_NB,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,Speaker_gender[T.M],0.4017,0.3926,0.411,0.0,180361,534,1.864597,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GLM_NB,INT_SENTIMENT_X_ORIENTATION_GLM_NB,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,I((Speaker_age_at_session - 48.047898) / 10),0.7784,0.77,0.7869,0.0,180361,534,1.864597,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GLM_NB,INT_SENTIMENT_X_ORIENTATION_GLM_NB,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,scale(speech_rate_syll),0.6333,0.6251,0.6417,0.0,180361,534,1.864597,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GLM_NB,INT_SENTIMENT_X_ORIENTATION_GLM_NB,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,Sentiment_label_float,1.0829,1.0765,1.0893,0.0,180361,534,1.864597,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GLM_NB,INT_SENTIMENT_X_ORIENTATION_GLM_NB,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,Party_status,1.4343,1.3761,1.495,0.0,180361,534,1.864597,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GLM_NB,INT_SENTIMENT_X_ORIENTATION_GLM_NB,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,Party_orientation_float,1.0485,1.036,1.0611,0.0,180361,534,1.864597,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
INT_SENTIMENT_X_ORIENTATION,GLM_NB,INT_SENTIMENT_X_ORIENTATION_GLM_NB,RS,RS_int_sentiment_x_orientation,False,sentiment_x_orientation,Sentiment_label_float:Party_orientation_float,1.0027,0.998,1.0074,0.2621,180361,534,1.864597,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 48.047898) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float + Sentiment_label_float : Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GEE_NB_Exch,BASE_GEE_NB_Exch,PL,PL_baseline,False,,Intercept,0.0557,0.0441,0.0703,0.0,117305,342,1.220690,0.2615,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GEE_NB_Exch,BASE_GEE_NB_Exch,PL,PL_baseline,False,,Speaker_gender[T.M],1.0782,0.8729,1.3319,0.4846,117305,342,1.220690,0.2615,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GEE_NB_Exch,BASE_GEE_NB_Exch,PL,PL_baseline,False,,I((Speaker_age_at_session - 51.186846) / 10),1.0246,0.9494,1.1057,0.5321,117305,342,1.220690,0.2615,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GEE_NB_Exch,BASE_GEE_NB_Exch,PL,PL_baseline,False,,scale(speech_rate_syll),0.6248,0.6104,0.6396,0.0,117305,342,1.220690,0.2615,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GEE_NB_Exch,BASE_GEE_NB_Exch,PL,PL_baseline,False,,Sentiment_label_float,1.0249,1.0187,1.0312,0.0,117305,342,1.220690,0.2615,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GEE_NB_Exch,BASE_GEE_NB_Exch,PL,PL_baseline,False,,Party_status,1.3095,1.0346,1.6575,0.0249,117305,342,1.220690,0.2615,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GEE_NB_Exch,BASE_GEE_NB_Exch,PL,PL_baseline,False,,Party_orientation_float,1.1084,1.009,1.2177,0.0318,117305,342,1.220690,0.2615,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GEE_NB_Indep,BASE_GEE_NB_Indep,PL,PL_baseline,False,,Intercept,0.0466,0.0346,0.0627,0.0,117305,342,1.220690,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GEE_NB_Indep,BASE_GEE_NB_Indep,PL,PL_baseline,False,,Speaker_gender[T.M],1.1354,0.8463,1.5231,0.397,117305,342,1.220690,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GEE_NB_Indep,BASE_GEE_NB_Indep,PL,PL_baseline,False,,I((Speaker_age_at_session - 51.186846) / 10),0.9198,0.8442,1.0022,0.0563,117305,342,1.220690,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GEE_NB_Indep,BASE_GEE_NB_Indep,PL,PL_baseline,False,,scale(speech_rate_syll),0.5971,0.568,0.6276,0.0,117305,342,1.220690,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GEE_NB_Indep,BASE_GEE_NB_Indep,PL,PL_baseline,False,,Sentiment_label_float,1.0295,1.0153,1.044,0.0,117305,342,1.220690,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GEE_NB_Indep,BASE_GEE_NB_Indep,PL,PL_baseline,False,,Party_status,0.8939,0.6829,1.1701,0.4144,117305,342,1.220690,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GEE_NB_Indep,BASE_GEE_NB_Indep,PL,PL_baseline,False,,Party_orientation_float,1.056,0.9371,1.19,0.3713,117305,342,1.220690,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GLM_NB_Cluster,BASE_GLM_NB_Cluster,PL,PL_baseline,False,,Intercept,0.0466,0.0344,0.063,0.0,117305,342,1.220690,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GLM_NB_Cluster,BASE_GLM_NB_Cluster,PL,PL_baseline,False,,Speaker_gender[T.M],1.1354,0.8483,1.5197,0.3933,117305,342,1.220690,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GLM_NB_Cluster,BASE_GLM_NB_Cluster,PL,PL_baseline,False,,I((Speaker_age_at_session - 51.186846) / 10),0.9198,0.8448,1.0016,0.0544,117305,342,1.220690,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GLM_NB_Cluster,BASE_GLM_NB_Cluster,PL,PL_baseline,False,,scale(speech_rate_syll),0.5971,0.5665,0.6293,0.0,117305,342,1.220690,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GLM_NB_Cluster,BASE_GLM_NB_Cluster,PL,PL_baseline,False,,Sentiment_label_float,1.0295,1.0152,1.044,0.0,117305,342,1.220690,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GLM_NB_Cluster,BASE_GLM_NB_Cluster,PL,PL_baseline,False,,Party_status,0.8939,0.6802,1.1749,0.4214,117305,342,1.220690,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GLM_NB_Cluster,BASE_GLM_NB_Cluster,PL,PL_baseline,False,,Party_orientation_float,1.056,0.9363,1.191,0.3747,117305,342,1.220690,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GLM_NB,BASE_GLM_NB,PL,PL_baseline,False,,Intercept,0.0466,0.0453,0.0479,0.0,117305,342,1.220690,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GLM_NB,BASE_GLM_NB,PL,PL_baseline,False,,Speaker_gender[T.M],1.1354,1.1083,1.1632,0.0,117305,342,1.220690,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GLM_NB,BASE_GLM_NB,PL,PL_baseline,False,,I((Speaker_age_at_session - 51.186846) / 10),0.9198,0.911,0.9287,0.0,117305,342,1.220690,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GLM_NB,BASE_GLM_NB,PL,PL_baseline,False,,scale(speech_rate_syll),0.5971,0.5904,0.6038,0.0,117305,342,1.220690,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GLM_NB,BASE_GLM_NB,PL,PL_baseline,False,,Sentiment_label_float,1.0295,1.0236,1.0354,0.0,117305,342,1.220690,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GLM_NB,BASE_GLM_NB,PL,PL_baseline,False,,Party_status,0.8939,0.869,0.9196,0.0,117305,342,1.220690,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
BASE,GLM_NB,BASE_GLM_NB,PL,PL_baseline,False,,Party_orientation_float,1.056,1.0458,1.0662,0.0,117305,342,1.220690,,fp_count ~ Speaker_gender + I((Speaker_age_at_session - 51.186846) / 10) + scale(speech_rate_syll) + Sentiment_label_float + Party_status + Party_orientation_float,syll,Speaker_ID,2026-06-19_15-43-51,,,,,False,False
